,qn1d,qn1f,qn1c,qn1h,qn2b,qn4b,qn4c,qn4e,qn1jyear,ui_lpr,ui_work
815,56.0,2,1.0,96,4.0,3.0,1.0,2.0,2017.0,1.0,1.0
816,55.0,1,1.0,96,4.0,3.0,1.0,1.0,2017.0,1.0,1.0
817,47.0,1,1.0,18,2.0,4.0,1.0,1.0,2016.0,1.0,1.0
818,45.0,2,1.0,18,4.0,2.0,1.0,1.0,2016.0,1.0,1.0
819,16.0,1,4.0,18,1.0,1.0,1.0,1.0,2016.0,1.0,3.0
820,18.0,2,4.0,18,2.0,1.0,1.0,1.0,2016.0,1.0,2.0
821,34.0,2,5.0,1,2.0,2.0,1.0,1.0,2018.0,2.0,1.0
822,42.0,2,2.0,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
823,20.0,2,4.0,26,5.0,2.0,2.0,2.0,2018.0,1.0,3.0
824,51.0,1,1.0,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
825,37.0,2,1.0,97,5.0,3.0,1.0,1.0,2014.0,2.0,2.0
826,12.0,2,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
827,16.0,1,4.0,26,5.0,3.0,1.0,2.0,2018.0,1.0,3.0
828,19.0,2,7.0,3,5.0,1.0,1.0,1.0,2018.0,1.0,2.0
829,67.0,2,1.0,9,5.0,2.0,2.0,1.0,2015.0,2.0,3.0
830,69.0,1,1.0,9,5.0,3.0,1.0,1.0,2015.0,2.0,3.0
831,27.0,1,4.0,6,98.0,1.0,2.0,2.0,2018.0,1.0,1.0
832,35.0,2,1.0,6,5.0,1.0,2.0,1.0,2018.0,1.0,2.0
833,20.0,2,4.0,6,1.0,2.0,2.0,2.0,2018.0,1.0,1.0
834,998.0,1,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
835,14.0,1,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
836,45.0,1,1.0,24,2.0,2.0,1.0,1.0,2014.0,1.0,1.0
837,16.0,1,4.0,1,1.0,4.0,1.0,2.0,2014.0,3.0,3.0
838,47.0,1,1.0,1,2.0,2.0,1.0,1.0,2014.0,1.0,1.0
839,1.0,1,2.5008455467869224,1,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
840,36.0,2,1.0,1,5.0,2.0,2.0,1.0,2014.0,1.0,2.0
841,30.0,2,1.0,10,2.0,3.0,1.0,2.0,2015.0,1.0,3.0
842,42.0,1,1.0,10,5.0,2.0,1.0,1.0,2015.0,1.0,1.0
843,36.0,2,4.0,9,6.0,1.0,2.0,2.0,2016.0,1.0,1.0
844,65.0,1,1.0,9,5.0,3.0,1.0,1.0,2016.0,1.0,3.0
845,67.0,2,1.0,9,5.0,3.0,1.0,1.0,2016.0,1.0,3.0
846,32.0,1,4.0,9,5.0,1.0,2.0,1.0,2015.0,1.0,1.0
847,2.0,1,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
848,26.0,2,1.0,97,1.0,4.0,1.0,1.0,2017.0,3.0,3.0
849,6.0,1,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
850,0.0,2,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
851,26.0,1,1.0,97,1.0,4.0,1.0,1.0,2017.0,999.0,1.0
852,18.0,1,4.0,6,2.0,3.0,1.0,2.0,2016.0,1.0,3.0
853,45.0,2,2.0,6,1.0,4.0,1.0,2.0,2016.0,1.0,1.0
854,23.0,2,4.0,6,2.0,3.0,1.0,1.0,2016.0,1.0,2.0
855,20.0,1,4.0,6,2.0,3.0,1.0,2.0,2016.0,1.0,3.0
856,31.0,2,1.0,96,2.0,3.0,2.0,1.0,2016.0,1.0,1.0
857,1.0,2,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
858,15.0,1,4.0,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
859,41.0,1,1.0,96,2.0,3.0,2.0,1.0,2016.0,1.0,1.0
860,54.0,2,1.0,96,1.0,4.0,1.0,1.0,2015.0,1.0,3.0
861,58.0,1,1.0,96,1.0,3.0,1.0,1.0,2015.0,1.0,3.0
862,25.0,2,1.0,96,2.0,3.0,2.0,1.0,2016.0,1.0,2.0
863,33.0,1,1.0,96,2.0,2.0,2.0,1.0,2016.0,1.0,2.0
864,22.0,2,4.0,96,4.0,1.0,1.0,1.0,2015.0,1.0,1.0
865,35.0,2,2.0,97,5.0,2.0,1.0,1.0,2014.0,3.0,1.0
866,30.0,2,1.0,6,2.0,2.0,2.0,2.0,2016.0,1.0,1.0
867,47.0,1,1.0,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
868,52.0,1,1.0,1,6.0,1.0,2.0,1.0,2016.0,1.0,1.0
869,30.0,2,2.0,97,1.0,3.0,1.0,1.0,2015.0,1.0,2.0
870,64.0,2,5.0,97,1.0,1.0,1.0,6.0,2015.0,1.0,3.0
871,998.0,1,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
872,16.0,1,4.0,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
873,23.0,2,4.0,97,5.0,1.0,2.0,2.0,2018.0,1.0,1.0
874,17.0,2,4.0,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
875,33.0,1,1.0,96,5.0,3.0,1.0,1.0,2014.0,1.0,1.0
876,30.0,2,1.0,96,2.0,3.0,1.0,1.0,2014.0,1.0,1.0
877,73.0,2,1.0,96,1.0,4.0,1.0,1.0,2014.0,1.0,3.0
878,9.0,2,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
879,13.0,2,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
880,21.0,2,4.0,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
881,20.0,1,4.0,97,5.0,3.0,1.0,2.0,2017.0,1.0,1.0
882,40.0,2,1.0,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
883,22.0,1,4.0,6,97.0,2.0,1.0,6.0,2018.0,2.0,2.0
884,55.0,2,1.0,6,1.0,4.0,1.0,1.0,2018.0,2.0,1.0
885,17.0,2,4.0,6,97.0,2.0,1.0,6.0,2018.0,2.0,3.0
886,57.0,1,1.0,6,1.0,4.0,1.0,2.0,2018.0,2.0,1.0
887,20.0,1,4.0,6,97.0,2.0,1.0,6.0,2018.0,2.0,3.0
888,45.0,1,1.0,1,97.0,3.0,1.0,1.0,2017.0,2.0,1.0
889,32.0,2,1.0,1,97.0,3.0,1.0,1.0,2017.0,2.0,3.0
890,2.0,2,2.5008455467869224,1,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
891,12.0,1,2.5008455467869224,1,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
892,15.0,2,4.0,1,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
893,32.0,2,1.0,3,2.0,3.0,1.0,2.0,2018.0,1.0,3.0
894,11.0,1,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
895,44.0,1,1.0,3,2.0,2.0,1.0,2.0,2018.0,1.0,1.0
896,4.0,2,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
897,8.0,1,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
898,25.0,2,1.0,10,5.0,3.0,1.0,6.0,2015.0,1.0,3.0
899,29.0,1,1.0,10,2.0,3.0,1.0,1.0,2015.0,1.0,1.0
900,38.0,1,1.0,10,5.0,1.0,1.0,1.0,2014.0,1.0,1.0
901,38.0,2,1.0,10,5.0,2.0,1.0,1.0,2014.0,1.0,1.0
902,39.0,2,1.0,10,6.0,1.0,1.0,1.0,2014.0,1.0,2.0
903,35.0,1,1.0,10,6.0,1.0,1.0,1.0,2014.0,1.0,1.0
904,12.0,2,2.5008455467869224,10,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
905,11.0,1,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
906,50.0,1,1.0,97,1.0,4.0,1.0,1.0,2016.0,2.0,1.0
907,13.0,2,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
908,20.0,1,7.0,97,1.0,3.0,1.0,2.0,2016.0,2.0,1.0
909,46.0,2,1.0,97,1.0,4.0,2.0,1.0,2016.0,2.0,3.0
910,59.0,1,1.0,3,1.0,4.0,1.0,1.0,2016.0,1.0,3.0
911,51.0,2,1.0,3,1.0,4.0,1.0,1.0,2016.0,1.0,3.0
912,35.0,2,1.0,3,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
913,998.0,2,2.5008455467869224,3,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
914,998.0,2,2.5008455467869224,3,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
915,998.0,1,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
916,29.0,1,7.0,6,5.0,3.0,2.0,1.0,2018.0,1.0,1.0
917,35.0,1,7.0,22,6.0,3.0,1.0,2.0,2016.0,1.0,1.0
918,36.0,2,1.0,22,6.0,2.0,2.0,1.0,2016.0,1.0,3.0
919,11.0,1,2.5008455467869224,22,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
920,13.0,2,2.5008455467869224,22,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
921,9.0,1,2.5008455467869224,22,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
922,28.0,2,1.0,97,2.0,2.0,1.0,1.0,2017.0,1.0,1.0
923,22.0,2,4.0,97,2.0,3.0,1.0,1.0,2017.0,1.0,1.0
924,45.0,1,1.0,9,5.0,2.0,2.0,1.0,2017.0,2.0,1.0
925,30.0,1,4.0,9,97.0,2.0,1.0,1.0,2014.0,1.0,2.0
926,43.0,2,1.0,96,1.0,3.0,1.0,2.0,2017.0,1.0,3.0
927,58.0,1,4.0,96,1.0,4.0,1.0,1.0,2017.0,2.0,3.0
928,13.0,1,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
929,17.0,2,4.0,96,5.0,2.0,2.0,1.0,2017.0,1.0,3.0
930,10.0,2,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
931,15.0,1,4.0,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
932,50.0,2,5.0,24,6.0,2.0,1.0,1.0,2014.0,1.0,1.0
933,20.0,2,4.0,24,2.0,1.0,1.0,1.0,2014.0,1.0,1.0
934,16.0,2,4.0,97,5.0,1.0,2.0,2.0,2017.0,3.0,3.0
935,38.0,2,1.0,97,4.0,3.0,2.0,2.0,2017.0,3.0,1.0
936,0.0,2,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
937,40.0,2,2.0,96,1.0,4.0,1.0,1.0,2017.0,1.0,1.0
938,7.0,1,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
939,51.0,1,1.0,18,2.0,4.0,1.0,1.0,2016.0,1.0,3.0
940,20.0,1,4.0,18,2.0,2.0,1.0,1.0,2016.0,1.0,2.0
941,0.0,1,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
942,27.0,2,4.0,6,1.0,3.0,1.0,2.0,2017.0,1.0,2.0
943,12.0,1,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
944,13.0,1,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
945,40.0,1,1.0,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
946,75.0,2,5.0,96,1.0,4.0,1.0,1.0,2016.0,1.0,3.0
947,27.0,1,7.0,97,5.0,2.0,2.0,1.0,2018.0,1.0,1.0
948,27.0,2,1.0,97,5.0,1.0,1.0,1.0,2016.0,1.0,1.0
949,29.0,1,1.0,97,5.0,1.0,1.0,1.0,2018.0,1.0,2.0
950,39.0,2,1.0,18,2.0,3.0,1.0,1.0,2015.0,1.0,3.0
951,18.0,1,4.0,18,2.0,2.0,1.0,1.0,2015.0,1.0,1.0
952,21.0,2,4.0,18,2.0,2.0,1.0,1.0,2015.0,1.0,1.0
953,19.0,2,4.0,18,2.0,2.0,1.0,1.0,2015.0,1.0,1.0
954,45.0,1,1.0,18,6.0,3.0,1.0,1.0,2015.0,1.0,1.0
955,32.0,2,1.0,26,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
956,26.0,2,4.0,26,6.0,3.0,1.0,2.0,2017.0,1.0,1.0
957,50.0,2,1.0,26,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
958,24.0,2,4.0,26,6.0,3.0,1.0,2.0,2017.0,1.0,1.0
959,52.0,1,1.0,26,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
960,998.0,1,2.5008455467869224,26,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
961,35.0,2,4.0,26,97.0,3.0,2.0,1.0,2017.0,1.0,1.0
962,34.0,1,1.0,18,1.0,4.0,1.0,1.0,2016.0,1.0,2.0
963,31.0,2,1.0,18,2.0,4.0,1.0,1.0,2016.0,1.0,3.0
964,21.0,1,4.0,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
965,40.0,2,1.0,96,1.0,3.0,1.0,1.0,2017.0,2.0,1.0
966,6.0,1,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
967,15.0,2,4.0,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
968,0.0,2,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
969,1.0,2,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
970,44.0,1,1.0,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
971,36.0,2,1.0,10,5.0,2.0,1.0,1.0,2016.0,1.0,2.0
972,26.0,1,4.0,6,2.0,3.0,2.0,1.0,2015.0,1.0,1.0
973,33.0,1,1.0,97,5.0,1.0,1.0,1.0,2017.0,1.0,1.0
974,1.0,1,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
975,32.0,2,7.0,22,6.0,1.0,1.0,1.0,2017.0,1.0,2.0
976,6.0,2,2.5008455467869224,22,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
977,41.0,1,1.0,18,5.0,3.0,1.0,1.0,2017.0,1.0,1.0
978,15.0,2,4.0,18,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
979,36.0,2,1.0,18,5.0,3.0,1.0,1.0,2017.0,1.0,3.0
980,48.0,2,1.0,22,7.0,3.0,2.0,1.0,2017.0,1.0,1.0
981,25.0,2,4.0,22,6.0,2.0,2.0,2.0,2017.0,1.0,1.0
982,51.0,1,1.0,22,6.0,3.0,2.0,2.0,2017.0,1.0,1.0
983,26.0,1,4.0,3,5.0,2.0,1.0,1.0,2015.0,1.0,1.0
984,51.0,2,1.0,3,5.0,4.0,1.0,1.0,2015.0,1.0,3.0
985,46.0,1,1.0,3,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
986,22.0,2,4.0,3,2.0,2.0,2.0,2.0,2015.0,1.0,2.0
987,40.0,1,1.0,18,5.0,3.0,1.0,1.0,2016.0,1.0,1.0
988,30.0,2,1.0,18,5.0,3.0,1.0,1.0,2016.0,1.0,3.0
989,20.0,2,4.0,97,1.0,1.0,1.0,6.0,2016.0,1.0,1.0
990,22.0,2,4.0,97,1.0,4.0,1.0,2.0,2016.0,1.0,3.0
991,45.0,2,1.0,97,1.0,3.0,1.0,2.0,2016.0,1.0,1.0
992,21.0,2,4.0,97,1.0,3.0,1.0,2.0,2016.0,1.0,3.0
993,18.0,2,4.0,97,1.0,1.0,1.0,6.0,2016.0,1.0,1.0
994,31.0,1,1.0,97,1.0,2.0,2.0,1.0,2015.0,1.0,1.0
995,55.0,1,1.0,6,2.0,3.0,2.0,2.0,2018.0,1.0,1.0
996,35.0,1,1.0,3,1.0,3.0,1.0,1.0,2017.0,2.0,1.0
997,15.0,2,4.0,5,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
998,51.0,2,1.0,5,6.0,3.0,1.0,2.0,2014.0,1.0,1.0
999,22.0,1,4.0,5,5.0,1.0,2.0,2.0,2014.0,1.0,1.0
1000,58.0,1,1.0,5,4.0,3.0,1.0,1.0,2014.0,1.0,1.0
1001,50.0,2,1.0,10,2.0,3.0,1.0,1.0,2014.0,1.0,1.0
1002,999.0,9,2.5008455467869224,10,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1003,29.0,2,4.0,10,97.0,9.0,9.0,1.0,2014.0,1.0,3.0
1004,27.0,1,4.0,10,1.0,4.0,1.0,1.0,2014.0,1.0,3.0
1005,50.0,1,1.0,10,5.0,2.0,1.0,1.0,2014.0,1.0,3.0
1006,66.0,1,1.0,22,5.0,3.0,1.0,2.0,2017.0,2.0,3.0
1007,34.0,2,7.0,22,7.0,3.0,1.0,2.0,2018.0,3.0,1.0
1008,34.0,2,1.0,22,5.0,3.0,1.0,2.0,2017.0,2.0,2.0
1009,30.0,2,4.0,10,2.0,2.0,1.0,1.0,2016.0,1.0,3.0
1010,24.0,2,4.0,10,5.0,1.0,1.0,2.0,2016.0,1.0,2.0
1011,22.0,1,4.0,10,2.0,1.0,2.0,1.0,2016.0,1.0,2.0
1012,20.0,2,4.0,10,2.0,1.0,1.0,2.0,2016.0,1.0,2.0
1013,43.0,2,5.0,10,5.0,3.0,1.0,1.0,2016.0,1.0,3.0
1014,47.0,2,3.0,24,7.0,2.0,2.0,1.0,2014.0,1.0,1.0
1015,7.0,1,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
1016,59.0,2,1.0,18,5.0,3.0,1.0,1.0,2018.0,1.0,1.0
1017,60.0,1,1.0,18,5.0,3.0,1.0,1.0,2018.0,1.0,3.0
1018,1.0,1,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1019,0.0,2,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1020,24.0,2,1.0,6,97.0,2.0,2.0,1.0,2017.0,1.0,1.0
1021,33.0,1,1.0,6,5.0,3.0,1.0,1.0,2014.0,1.0,1.0
1022,7.0,2,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
1023,37.0,1,4.0,97,1.0,3.0,1.0,1.0,2017.0,1.0,2.0
1024,32.0,1,1.0,6,5.0,3.0,2.0,2.0,2018.0,1.0,1.0
1025,51.0,2,1.0,10,6.0,2.0,1.0,2.0,2016.0,1.0,1.0
1026,26.0,2,4.0,10,5.0,2.0,1.0,2.0,2015.0,1.0,3.0
1027,11.0,2,2.5008455467869224,10,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1028,61.0,1,1.0,10,5.0,2.0,1.0,2.0,2015.0,1.0,3.0
1029,49.0,2,1.0,6,5.0,2.0,1.0,2.0,2018.0,1.0,1.0
1030,998.0,1,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
1031,26.0,1,4.0,6,1.0,3.0,1.0,2.0,2018.0,1.0,1.0
1032,21.0,1,4.0,6,1.0,1.0,2.0,2.0,2018.0,1.0,3.0
1033,21.0,1,4.0,6,1.0,2.0,2.0,2.0,2018.0,1.0,3.0
1034,1.0,1,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1035,38.0,2,1.0,97,6.0,1.0,2.0,1.0,2015.0,1.0,2.0
1036,42.0,1,1.0,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2014.0,13.358652575957727,5.712727272727273
1037,4.0,1,2.5008455467869224,22,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
1038,29.0,1,1.0,22,5.0,2.0,2.0,2.0,2017.0,2.0,1.0
1039,23.0,2,7.0,22,4.0,2.0,2.0,2.0,2017.0,2.0,3.0
1040,1.0,1,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1041,23.0,1,4.0,96,2.0,2.0,2.0,1.0,2018.0,2.0,1.0
1042,59.0,2,1.0,96,1.0,4.0,1.0,1.0,2018.0,1.0,3.0
1043,26.0,2,1.0,96,2.0,3.0,1.0,1.0,2016.0,1.0,1.0
1044,60.0,1,1.0,96,1.0,4.0,1.0,1.0,2018.0,1.0,3.0
1045,23.0,2,4.0,26,5.0,2.0,1.0,2.0,2018.0,1.0,1.0
1046,45.0,2,2.0,97,5.0,3.0,1.0,1.0,2017.0,1.0,1.0
1047,21.0,2,4.0,97,4.0,2.0,2.0,1.0,2017.0,1.0,1.0
1048,26.0,1,4.0,97,5.0,3.0,2.0,1.0,2017.0,1.0,1.0
1049,15.0,1,4.0,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2017.0,13.358652575957727,5.712727272727273
1050,35.0,2,1.0,97,5.0,2.0,2.0,2.0,2018.0,1.0,3.0
1051,7.0,2,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
1052,5.0,1,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
1053,36.0,1,1.0,97,6.0,2.0,2.0,1.0,2018.0,1.0,1.0
1054,29.0,2,1.0,97,6.0,3.0,1.0,1.0,2018.0,1.0,3.0
1055,8.0,2,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
1056,29.0,1,1.0,97,5.0,3.0,1.0,1.0,2018.0,1.0,1.0
1057,5.0,1,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
1058,14.0,1,2.5008455467869224,22,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2015.0,13.358652575957727,5.712727272727273
1059,42.0,2,2.0,22,4.0,3.0,1.0,2.0,2015.0,2.0,3.0
1060,11.0,2,2.5008455467869224,22,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2015.0,13.358652575957727,5.712727272727273
1061,56.0,2,1.0,10,6.0,1.0,1.0,1.0,2014.0,1.0,3.0
1062,59.0,1,1.0,10,6.0,2.0,1.0,1.0,2014.0,1.0,1.0
1063,0.0,2,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
1064,32.0,1,1.0,97,98.0,1.0,2.0,2.0,2014.0,1.0,1.0
1065,1.0,2,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
1066,36.0,2,1.0,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1067,0.0,1,2.5008455467869224,24,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1068,36.0,1,1.0,3,1.0,4.0,1.0,2.0,2018.0,1.0,1.0
1069,2.0,1,2.5008455467869224,97,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2018.0,13.358652575957727,5.712727272727273
1070,26.0,2,1.0,3,1.0,4.0,1.0,2.0,2018.0,1.0,3.0
1071,60.0,2,1.0,5,2.0,4.0,1.0,2.0,2014.0,1.0,1.0
1072,67.0,1,1.0,5,4.0,3.0,1.0,2.0,2014.0,1.0,2.0
1073,32.0,2,2.0,6,1.0,3.0,1.0,2.0,2016.0,2.0,1.0
1074,5.0,2,2.5008455467869224,6,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
1075,30.0,1,1.0,96,5.0,1.0,1.0,1.0,2017.0,1.0,1.0
1076,0.0,1,2.5008455467869224,96,8.889072301089469,2.5893034004621986,1.3829646748101683,1.5853416969296799,2016.0,13.358652575957727,5.712727272727273
